"resultId","raceId","driverId","constructorId","grid","positionOrder","laps","milliseconds","fastestLap","fastestLapTime","fastestLapSpeed","statusId","raceTime","year","circuitId","date","time","fp1_date","fp1_time","fp2_date","fp2_time","fp3_date","fp3_time","quali_date","quali_time","sprint_date","sprint_time","Race_name","driverRef","nationality.x","dob_driver","age_at_race","driverStandingsId","points","position","positionText","wins","num_stops","status","name","Driver.of.The.Day","Team","driverId_driverofday","dob","nationality.y","driver.of.day.ind"
25084,1057,840,117,19,19,29,"\N","28","1:46.207","203.478",3,"\N",2021,73,2021-06-06,"12:00:00","2021-06-04","\N","2021-06-04","\N","2021-06-05","\N","2021-06-05","\N","\N","\N","Azerbaijan Grand Prix","stroll","Canadian",1998-10-29,23,70380,9,13,"13",0,NA,"Accident","Aston Martin","vettel","Aston Martin",20,1987-07-03,"German",0
25085,1057,839,214,12,20,3,"\N","2","1:50.850","194.955",101,"\N",2021,73,2021-06-06,"12:00:00","2021-06-04","\N","2021-06-04","\N","2021-06-05","\N","2021-06-05","\N","\N","\N","Azerbaijan Grand Prix","ocon","French",1996-09-17,31,70383,12,12,"12",0,NA,"Turbo","Alpine","vettel","Aston Martin",20,1987-07-03,"German",0
25086,1059,830,9,1,1,53,"5245770","35","1:36.404","218.156",1,"1:27:25.770",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","max_verstappen","Dutch",1997-09-30,23,70392,131,1,"1",3,2,"Finished","Red Bull","max_verstappen","Red Bull",830,1997-09-30,"Dutch",1
25087,1059,1,131,2,2,53,"5248674","44","1:37.410","215.903",1,"+2.904",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","hamilton","British",1985-01-07,23,70391,119,2,"2",3,1,"Finished","Mercedes","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25088,1059,815,9,4,3,53,"5254581","53","1:36.693","217.504",1,"+8.811",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","perez","Mexican",1990-01-26,41,70395,84,3,"3",1,1,"Finished","Red Bull","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25089,1059,822,131,3,4,53,"5260388","19","1:36.960","216.905",1,"+14.618",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","bottas","Finnish",1989-08-28,33,70393,59,5,"5",0,1,"Finished","Mercedes","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25090,1059,846,1,8,5,53,"5309802","52","1:37.425","215.870",1,"+1:04.032",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","norris","British",1999-11-13,31,70394,76,4,"4",0,1,"Finished","McLaren","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25091,1059,817,1,10,6,53,"5321627","45","1:38.324","213.896",1,"+1:15.857",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","ricciardo","Australian",1989-07-01,36,70397,34,9,"9",0,1,"Finished","McLaren","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25092,1059,842,213,6,7,53,"5322366","44","1:38.103","214.378",1,"+1:16.596",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","gasly","French",1996-02-07,36,70407,37,8,"8",0,1,"Finished","Alpha Tauri","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25093,1059,4,214,9,8,53,"5323465","44","1:37.646","215.382",1,"+1:17.695",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","alonso","Spanish",1981-07-29,23,70409,17,11,"11",0,1,"Finished","Alpine","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25094,1059,20,117,12,9,53,"5325436","52","1:37.138","216.508",1,"+1:19.666",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","vettel","German",1987-07-03,33,70405,30,10,"10",0,1,"Finished","Aston Martin","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25095,1059,840,117,19,10,53,"5337716","44","1:37.828","214.981",1,"+1:31.946",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","stroll","Canadian",1998-10-29,33,70400,10,13,"13",0,1,"Finished","Aston Martin","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25096,1059,832,6,5,11,53,"5345107","19","1:38.931","212.584",1,"+1:39.337",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","sainz","Spanish",1994-09-01,31,70398,42,7,"7",0,1,"Finished","Ferrari","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25097,1059,847,3,14,12,52,"\N","52","1:38.314","213.918",11,"\N",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","russell","British",1998-02-15,36,70404,0,17,"17",0,1,"+1 Lap","Williams","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25098,1059,852,213,0,13,52,"\N","18","1:38.980","212.479",11,"\N",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","tsunoda","Japanese",2000-05-11,23,70399,8,14,"14",0,1,"+1 Lap","Alpha Tauri","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25099,1059,839,214,11,14,52,"\N","33","1:38.645","213.200",11,"\N",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","ocon","French",1996-09-17,31,70403,12,12,"12",0,1,"+1 Lap","Alpine","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25100,1059,841,51,13,15,52,"\N","36","1:38.702","213.077",11,"\N",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","giovinazzi","Italian",1993-12-14,25,70402,1,16,"16",0,1,"+1 Lap","Alfa Romeo","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25101,1059,844,6,7,16,52,"\N","43","1:37.681","215.304",11,"\N",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","leclerc","Monegasque",1997-10-16,39,70396,52,6,"6",0,2,"+1 Lap","Ferrari","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25102,1059,8,51,17,17,52,"\N","46","1:37.992","214.621",11,"\N",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","raikkonen","Finnish",1979-10-17,31,70401,1,15,"15",0,1,"+1 Lap","Alfa Romeo","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25103,1059,849,3,16,18,52,"\N","50","1:38.313","213.920",11,"\N",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","latifi","Canadian",1995-06-29,36,70408,0,20,"20",0,1,"+1 Lap","Williams","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25104,1059,854,210,15,19,52,"\N","51","1:38.847","212.765",11,"\N",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","mick_schumacher","German",1999-03-22,33,70406,0,18,"18",0,1,"+1 Lap","Haas","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25105,1059,853,210,18,20,52,"\N","34","1:39.317","211.758",11,"\N",2021,34,2021-06-20,"13:00:00","2021-06-18","\N","2021-06-18","\N","2021-06-19","\N","2021-06-19","\N","\N","\N","French Grand Prix","mazepin","Russian",1999-03-02,23,70410,0,19,"19",0,1,"+1 Lap","Haas","max_verstappen","Red Bull",830,1997-09-30,"Dutch",0
25106,1058,830,9,1,1,71,"4938925","68","1:08.017","228.542",1,"1:22:18.925",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","max_verstappen","Dutch",1997-09-30,23,70412,156,1,"1",4,1,"Finished","Red Bull","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25107,1058,1,131,2,2,71,"4974668","71","1:07.058","231.811",1,"+35.743",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","hamilton","British",1985-01-07,33,70411,138,2,"2",3,2,"Finished","Mercedes","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25108,1058,822,131,5,3,71,"4985832","43","1:08.619","226.537",1,"+46.907",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","bottas","Finnish",1989-08-28,36,70413,74,5,"5",0,1,"Finished","Mercedes","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25109,1058,815,9,4,4,71,"4986359","57","1:07.894","228.956",1,"+47.434",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","perez","Mexican",1990-01-26,31,70415,96,3,"3",1,2,"Finished","Red Bull","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25110,1058,846,1,3,5,70,"\N","65","1:08.903","225.604",11,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","norris","British",1999-11-13,36,70414,86,4,"4",0,1,"+1 Lap","McLaren","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25111,1058,832,6,12,6,70,"\N","64","1:08.609","226.570",11,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","sainz","Spanish",1994-09-01,41,70418,50,7,"7",0,1,"+1 Lap","Ferrari","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25112,1058,844,6,7,7,70,"\N","64","1:08.738","226.145",11,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","leclerc","Monegasque",1997-10-16,31,70416,58,6,"6",0,2,"+1 Lap","Ferrari","leclerc","Ferrari",844,1997-10-16,"Monegasque",1
25113,1058,840,117,9,8,70,"\N","32","1:09.787","222.746",11,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","stroll","Canadian",1998-10-29,31,70420,14,12,"12",0,1,"+1 Lap","Aston Martin","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25114,1058,4,214,8,9,70,"\N","61","1:09.749","222.867",11,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","alonso","Spanish",1981-07-29,22,70429,19,11,"11",0,1,"+1 Lap","Alpine","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25115,1058,852,213,11,10,70,"\N","41","1:09.650","223.184",11,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","tsunoda","Japanese",2000-05-11,33,70419,9,14,"14",0,1,"+1 Lap","Alpha Tauri","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25116,1058,8,51,18,11,70,"\N","57","1:09.128","224.869",11,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","raikkonen","Finnish",1979-10-17,33,70421,1,15,"15",0,1,"+1 Lap","Alfa Romeo","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25117,1058,20,117,14,12,70,"\N","64","1:09.821","222.637",11,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","vettel","German",1987-07-03,33,70425,30,10,"10",0,1,"+1 Lap","Aston Martin","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25118,1058,817,1,13,13,70,"\N","45","1:09.305","224.295",11,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","ricciardo","Australian",1989-07-01,31,70417,34,9,"9",0,1,"+1 Lap","McLaren","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25119,1058,839,214,17,14,70,"\N","70","1:09.576","223.421",11,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","ocon","French",1996-09-17,33,70423,12,13,"13",0,1,"+1 Lap","Alpine","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25120,1058,841,51,15,15,70,"\N","39","1:09.723","222.950",11,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","giovinazzi","Italian",1993-12-14,23,70422,1,16,"16",0,1,"+1 Lap","Alfa Romeo","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25121,1058,854,210,19,16,69,"\N","57","1:10.005","222.052",12,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","mick_schumacher","German",1999-03-22,33,70426,0,18,"18",0,1,"+2 Laps","Haas","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25122,1058,849,3,16,17,68,"\N","34","1:10.104","221.739",13,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","latifi","Canadian",1995-06-29,33,70428,0,20,"20",0,2,"+3 Laps","Williams","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25123,1058,853,210,20,18,68,"\N","39","1:10.951","219.092",13,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","mazepin","Russian",1999-03-02,23,70430,0,19,"19",0,1,"+3 Laps","Haas","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25124,1058,847,3,10,19,36,"\N","28","1:10.499","220.496",5,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","russell","British",1998-02-15,33,70424,0,17,"17",0,2,"Engine","Williams","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25125,1058,842,213,6,20,1,"\N","\N","\N","\N",4,"\N",2021,70,2021-06-27,"13:00:00","2021-06-25","\N","2021-06-25","\N","2021-06-26","\N","2021-06-26","\N","\N","\N","Styrian Grand Prix","gasly","French",1996-02-07,23,70427,37,8,"8",0,NA,"Collision","Alpha Tauri","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25126,1060,830,9,1,1,71,"5034543","62","1:06.200","234.815",1,"1:23:54.543",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","max_verstappen","Dutch",1997-09-30,23,70452,182,1,"1",5,2,"Finished","Red Bull","norris","McLaren",846,1999-11-13,"British",0
25127,1060,822,131,5,2,71,"5052516","52","1:08.374","227.349",1,"+17.973",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","bottas","Finnish",1989-08-28,23,70453,92,5,"5",0,1,"Finished","Mercedes","norris","McLaren",846,1999-11-13,"British",0
25128,1060,846,1,2,3,71,"5054562","62","1:08.471","227.027",1,"+20.019",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","norris","British",1999-11-13,34,70454,101,4,"4",0,1,"Finished","McLaren","norris","McLaren",846,1999-11-13,"British",1
25129,1060,1,131,4,4,71,"5080995","55","1:08.126","228.177",1,"+46.452",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","hamilton","British",1985-01-07,36,70451,150,2,"2",3,2,"Finished","Mercedes","norris","McLaren",846,1999-11-13,"British",0
25130,1060,832,6,10,5,71,"5091687","70","1:07.762","229.402",1,"+57.144",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","sainz","Spanish",1994-09-01,36,70458,60,7,"7",0,1,"Finished","Ferrari","norris","McLaren",846,1999-11-13,"British",0
25131,1060,815,9,3,6,71,"5092458","55","1:08.192","227.956",1,"+57.915",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","perez","Mexican",1990-01-26,32,70455,104,3,"3",1,1,"Finished","Red Bull","norris","McLaren",846,1999-11-13,"British",0
25132,1060,817,1,13,7,71,"5094938","56","1:08.820","225.876",1,"+1:00.395",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","ricciardo","Australian",1989-07-01,41,70457,40,8,"8",0,1,"Finished","McLaren","norris","McLaren",846,1999-11-13,"British",0
25133,1060,844,6,12,8,71,"5095738","55","1:08.698","226.277",1,"+1:01.195",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","leclerc","Monegasque",1997-10-16,23,70456,62,6,"6",0,1,"Finished","Ferrari","norris","McLaren",846,1999-11-13,"British",0
25134,1060,842,213,6,9,71,"5096387","54","1:08.146","228.110",1,"+1:01.844",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","gasly","French",1996-02-07,23,70467,39,9,"9",0,2,"Finished","Alpha Tauri","norris","McLaren",846,1999-11-13,"British",0
25135,1060,4,214,14,10,70,"\N","70","1:08.405","227.246",11,"\N",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","alonso","Spanish",1981-07-29,31,70469,20,11,"11",0,1,"+1 Lap","Alpine","norris","McLaren",846,1999-11-13,"British",0
25136,1060,847,3,8,11,70,"\N","56","1:08.900","225.613",11,"\N",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","russell","British",1998-02-15,23,70464,0,17,"17",0,1,"+1 Lap","Williams","norris","McLaren",846,1999-11-13,"British",0
25137,1060,852,213,7,12,70,"\N","54","1:08.455","227.080",11,"\N",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","tsunoda","Japanese",2000-05-11,31,70459,9,14,"14",0,2,"+1 Lap","Alpha Tauri","norris","McLaren",846,1999-11-13,"British",0
25138,1060,840,117,9,13,70,"\N","54","1:08.659","226.405",11,"\N",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","stroll","Canadian",1998-10-29,23,70460,14,12,"12",0,2,"+1 Lap","Aston Martin","norris","McLaren",846,1999-11-13,"British",0
25139,1060,841,51,15,14,70,"\N","55","1:09.042","225.149",11,"\N",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","giovinazzi","Italian",1993-12-14,28,70462,1,16,"16",0,2,"+1 Lap","Alfa Romeo","norris","McLaren",846,1999-11-13,"British",0
25140,1060,8,51,16,15,70,"\N","69","1:08.874","225.699",11,"\N",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","raikkonen","Finnish",1979-10-17,27,70461,1,15,"15",0,1,"+1 Lap","Alfa Romeo","norris","McLaren",846,1999-11-13,"British",0
25141,1060,849,3,18,16,70,"\N","62","1:08.520","226.865",11,"\N",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","latifi","Canadian",1995-06-29,35,70468,0,20,"20",0,1,"+1 Lap","Williams","norris","McLaren",846,1999-11-13,"British",0
25142,1060,20,117,11,17,69,"\N","51","1:08.420","227.196",4,"\N",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","vettel","German",1987-07-03,35,70465,30,10,"10",0,2,"Collision","Aston Martin","norris","McLaren",846,1999-11-13,"British",0
25143,1060,854,210,19,18,69,"\N","56","1:09.394","224.007",12,"\N",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","mick_schumacher","German",1999-03-22,23,70466,0,18,"18",0,1,"+2 Laps","Haas","norris","McLaren",846,1999-11-13,"British",0
25144,1060,853,210,20,19,69,"\N","49","1:09.757","222.842",12,"\N",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","mazepin","Russian",1999-03-02,26,70470,0,19,"19",0,2,"+2 Laps","Haas","norris","McLaren",846,1999-11-13,"British",0
25145,1060,839,214,17,20,0,"\N","\N","\N","\N",4,"\N",2021,70,2021-07-04,"13:00:00","2021-07-02","\N","2021-07-02","\N","2021-07-03","\N","2021-07-03","\N","\N","\N","Austrian Grand Prix","ocon","French",1996-09-17,22,70463,12,13,"13",0,NA,"Collision","Alpine","norris","McLaren",846,1999-11-13,"British",0
25146,1061,1,131,2,1,52,"7103284","45","1:29.699","236.430",1,"1:58:23.284",2021,9,2021-07-18,"14:00:00","2021-07-16","\N","2021-07-17","\N","\N","\N","2021-07-16","\N","2021-07-17","\N","British Grand Prix","hamilton","British",1985-01-07,31,70471,177,2,"2",4,2,"Finished","Mercedes","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25147,1061,844,6,4,2,52,"7107155","45","1:30.569","234.159",1,"+3.871",2021,9,2021-07-18,"14:00:00","2021-07-16","\N","2021-07-17","\N","\N","\N","2021-07-16","\N","2021-07-17","\N","British Grand Prix","leclerc","Monegasque",1997-10-16,23,70476,80,6,"6",0,2,"Finished","Ferrari","leclerc","Ferrari",844,1997-10-16,"Monegasque",1
25148,1061,822,131,3,3,52,"7114409","45","1:30.524","234.275",1,"+11.125",2021,9,2021-07-18,"14:00:00","2021-07-16","\N","2021-07-17","\N","\N","\N","2021-07-16","\N","2021-07-17","\N","British Grand Prix","bottas","Finnish",1989-08-28,36,70473,108,4,"4",0,2,"Finished","Mercedes","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25149,1061,846,1,5,4,52,"7131857","44","1:31.420","231.979",1,"+28.573",2021,9,2021-07-18,"14:00:00","2021-07-16","\N","2021-07-17","\N","\N","\N","2021-07-16","\N","2021-07-17","\N","British Grand Prix","norris","British",1999-11-13,31,70474,113,3,"3",0,2,"Finished","McLaren","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25150,1061,817,1,6,5,52,"7145908","51","1:31.284","232.325",1,"+42.624",2021,9,2021-07-18,"14:00:00","2021-07-16","\N","2021-07-17","\N","\N","\N","2021-07-16","\N","2021-07-17","\N","British Grand Prix","ricciardo","Australian",1989-07-01,36,70477,50,8,"8",0,2,"Finished","McLaren","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25151,1061,832,6,10,6,52,"7146738","51","1:31.223","232.480",1,"+43.454",2021,9,2021-07-18,"14:00:00","2021-07-16","\N","2021-07-17","\N","\N","\N","2021-07-16","\N","2021-07-17","\N","British Grand Prix","sainz","Spanish",1994-09-01,23,70478,68,7,"7",0,2,"Finished","Ferrari","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25152,1061,4,214,7,7,52,"7175377","48","1:31.698","231.276",1,"+1:12.093",2021,9,2021-07-18,"14:00:00","2021-07-16","\N","2021-07-17","\N","\N","\N","2021-07-16","\N","2021-07-17","\N","British Grand Prix","alonso","Spanish",1981-07-29,23,70489,26,11,"11",0,2,"Finished","Alpine","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25153,1061,840,117,14,8,52,"7177573","48","1:31.992","230.537",1,"+1:14.289",2021,9,2021-07-18,"14:00:00","2021-07-16","\N","2021-07-17","\N","\N","\N","2021-07-16","\N","2021-07-17","\N","British Grand Prix","stroll","Canadian",1998-10-29,23,70480,18,12,"12",0,2,"Finished","Aston Martin","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25154,1061,839,214,9,9,52,"7179446","48","1:32.210","229.992",1,"+1:16.162",2021,9,2021-07-18,"14:00:00","2021-07-16","\N","2021-07-17","\N","\N","\N","2021-07-16","\N","2021-07-17","\N","British Grand Prix","ocon","French",1996-09-17,23,70483,14,13,"13",0,2,"Finished","Alpine","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25155,1061,852,213,16,10,52,"7185349","51","1:30.826","233.497",1,"+1:22.065",2021,9,2021-07-18,"14:00:00","2021-07-16","\N","2021-07-17","\N","\N","\N","2021-07-16","\N","2021-07-17","\N","British Grand Prix","tsunoda","Japanese",2000-05-11,41,70479,10,14,"14",0,2,"Finished","Alpha Tauri","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25156,1061,842,213,11,11,52,"7188611","52","1:30.266","234.945",1,"+1:25.327",2021,9,2021-07-18,"14:00:00","2021-07-16","\N","2021-07-17","\N","\N","\N","2021-07-16","\N","2021-07-17","\N","British Grand Prix","gasly","French",1996-02-07,23,70487,39,9,"9",0,3,"Finished","Alpha Tauri","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
25157,1061,847,3,12,12,51,"\N","49","1:32.049","230.394",11,"\N",2021,9,2021-07-18,"14:00:00","2021-07-16","\N","2021-07-17","\N","\N","\N","2021-07-16","\N","2021-07-17","\N","British Grand Prix","russell","British",1998-02-15,39,70484,0,17,"17",0,2,"+1 Lap","Williams","leclerc","Ferrari",844,1997-10-16,"Monegasque",0
